0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
"125893","141448","14585336","752686","3487302","10586010","11537584","1265307","739519","2402526","2148905","509390","2209064","44819","70166","59693","82329","155541","159184","103953","222283","96819","869395","874183","1554720","86486","1467266","153668","241057","37294635","117842","96841","370278","267750","68740","134686","4711792","1927572","1334793","488379","6627295","4386705","1279825","1467903","11931769","511233","1702501","338248","221949","142643","7762","278231","185089","1228799"
"10409","10573","79869","2731","12991","34336","38644","4205","2461","8478","8132","1835","7416","3493","6231","5050","5217","5648","3921","7023","15975","6902","65978","67210","103890","6865","12110","3677","2856","685713","1425","1197","4507","2193","1159","6758","67972","6272","6557","2136","30299","20722","7134","4974","826390","34690","3853","1297","14801","10272","262","1276","302","1933"
"15787","15998","723592","30459","148872","417617","459475","50739","29708","96914","86977","20563","88350","5330","9181","7485","8479","10651","9067","10885","24200","10513","99029","100084","162781","10248","61690","9335","10981","1879904","5369","4433","16940","11364","3388","11373","299359","55346","56628","20399","278820","183032","45611","40597","1301047","53964","53172","13582","23633","16095","660","12398","5538","37348"
"3728","3797","27650","956","4104","11377","12786","1411","840","2869","2876","632","2464","1249","2241","1822","1859","1987","1371","2514","5671","2464","23683","24218","37311","2465","4260","1281","992","242115","501","423","1577","761","414","2385","23472","2009","2184","730","12202","8145","2439","1667","295478","12327","1292","444","5268","3667","118","448","110","596"
"10745","10860","179959","7663","36872","103817","115238","12531","7422","24503","22302","5223","22158","3585","6396","5152","5389","6077","4451","7237","16409","7075","67739","68741","108627","7050","19418","4217","3967","829909","1955","1631","6199","3546","1432","7050","97347","15134","15427","5396","76436","49056","13571","11497","852304","35924","13934","3625","15320","10607","292","3297","1389","9295"
"8409","8491","55303","2069","9637","25908","29184","3152","1844","6363","6096","1376","5586","2809","5052","4068","4141","4426","3013","5618","12848","5539","53235","53989","84508","5552","9229","2773","2169","528120","1084","911","3420","1667","886","5345","52168","5069","4869","1587","23001","15359","5768","4040","662785","27622","3171","996","11825","8246","182","953","255","1632"
"8347","8471","44281","1615","7945","20684","23396","2502","1462","5116","4951","1109","4464","2790","5043","4059","4094","4322","2908","5584","12802","5502","52896","53727","83989","5530","8267","2633","2010","503359","1006","846","3155","1498","837","5256","48097","4559","4157","1325","19023","12776","5273","3663","655595","27225","2650","832","11720","8175","164","790","198","1279"
"8548","8666","46962","1713","8350","21938","24808","2663","1555","5423","5229","1174","4740","2856","5165","4149","4195","4438","2990","5719","13124","5642","54235","55124","86004","5660","8637","2715","2084","518801","1042","876","3275","1565","864","5389","50025","4761","4356","1394","20057","13411","5488","3813","671445","27911","2792","879","12013","8371","168","837","211","1367"
"14974","15230","69131","2490","11740","31234","35360","3786","2215","7812","7642","1699","6771","5007","9105","7335","7346","7578","5030","10047","22807","9972","96306","97959","148694","9966","13721","4496","3380","867924","1695","1428","5332","2472","1436","9251","79736","7165","6558","2066","30229","20302","8629","5824","1171788","48271","4011","1295","20887","14702","282","1238","282","1789"
"344","347","1867","64","320","828","953","106","61","210","203","45","184","114","211","170","166","171","113","227","525","226","2171","2227","3375","230","312","100","75","19596","37","31","120","55","32","211","1810","160","172","55","921","550","196","129","26643","1097","119","39","478","332","7","39","9","59"
"1807","1812","18187","834","3172","9287","10517","1232","791","2477","2978","585","1997","625","1113","930","910","945","676","1222","2692","1226","11733","12257","17741","1211","2654","637","553","134253","319","282","832","468","266","1137","15824","1437","1535","637","20904","11549","2132","1673","145111","6110","1934","474","2506","1804","183","465","262","897"
"3435","4209","84074","3569","16300","46449","52411","6046","3488","11297","10146","2383","10205","1176","2038","1688","1836","2164","1692","2402","5314","2337","22217","22670","35861","2277","8728","1699","1644","320830","808","669","2669","1551","571","2392","46366","5920","7195","2548","39894","22880","6378","4437","285264","12026","6793","1921","5117","3506","136","1802","686","4681"
"602","494","15902","683","2794","8120","9031","1057","658","2069","2311","483","1734","207","373","311","320","331","228","406","911","415","3962","4102","5947","403","1818","186","179","44082","98","85","273","323","81","367","3882","354","340","150","3932","2337","486","519","47870","1937","1460","372","824","594","117","365","193","782"
"23451","25427","658687","29483","142344","392901","448592","49734","29117","94366","86985","20615","86026","8981","14322","12740","13918","16416","13423","17189","36803","17214","159573","175800","247664","16133","81898","13182","14905","2678754","7482","6063","22421","15074","4658","17049","441805","78619","56499","20725","313435","202249","69632","57945","2107590","85459","64466","15059","35662","25943","746","13470","6797","43846"
"2018","2090","8981","323","1508","3974","4540","502","297","1022","1039","225","872","681","1271","1027","974","978","636","1348","3082","1354","13036","13420","20194","1369","1664","552","407","108917","207","175","645","298","180","1225","9663","803","809","261","4497","2813","1048","685","159206","6398","561","184","2804","1969","46","181","44","244"
"56568","66272","2226290","93426","445022","1295794","1285677","147007","91028","297613","265884","62765","270316","22361","35528","29763","37419","45808","42667","44812","90345","43564","426224","440648","612829","40059","279119","39906","46243","8649623","24407","19115","78435","48688","14165","43481","1260148","230754","167679","60441","819919","541637","188374","169415","5547017","217197","143433","39513","91852","67958","2011","37079","15069","101755"
"62159","62152","1299396","53992","246060","712392","793802","88086","50804","168729","153563","36083","152842","21269","36824","29789","33772","39744","31857","43892","97137","42174","400216","404081","643031","41335","187606","34049","34903","6126176","17273","14302","51163","34174","10885","44670","924010","134513","106577","37618","513680","340439","125532","99538","5168588","224941","88565","24397","93472","63845","1760","22801","8802","59456"
"42028","42309","618347","26624","128812","358139","401364","44687","25928","84008","78113","18219","76965","14268","25123","20240","22205","25071","18996","29178","65226","28359","270598","272345","429253","27915","89475","18609","17858","3563258","8783","7306","27468","16309","6200","28724","504871","70740","55903","19524","293033","176563","70409","53973","3424493","147087","53775","14012","62198","42944","1072","12794","5305","35643"
"44897","45274","843299","36645","177017","493295","547035","59851","34132","114912","104740","24588","104429","15232","26873","21582","23537","27203","21225","31090","69883","30176","288588","290736","459749","29855","112986","20980","21836","4135666","10685","8866","33567","20914","7275","30941","563469","99619","71640","25259","348985","226261","85194","75095","3648891","156293","67008","16856","66320","45648","1097","15146","6732","45248"
"35115","35140","1251046","57525","275770","783449","868958","95834","55799","181946","164628","38746","165672","12076","20543","16693","19511","24562","21627","24992","55385","23809","223622","225107","368596","23208","153707","22774","27223","4380570","13318","10978","39508","28277","7890","26408","760837","149269","110165","39571","544057","352303","128558","112111","2969954","131360","111899","26916","54263","36507","1170","23936","11623","78579"
"9425","10118","142861","5737","23504","73790","82017","9442","5476","18108","16353","3850","16308","3346","6018","4996","5093","5600","4188","6809","14867","6730","63974","66701","100388","6589","20821","4194","4039","802850","1984","1649","6457","3799","1423","6502","106981","13120","11145","3923","59218","36588","13320","9825","818167","32991","9411","2773","14008","9744","252","2638","939","6318"
"14577","15367","395001","17669","74452","231628","258000","28600","16768","54408","49645","11671","49479","5273","9138","7698","8384","9926","8176","10942","23226","10553","99407","103005","158714","10214","56156","8825","9938","1568717","4905","4042","13495","10112","2808","10850","257106","41616","33537","12040","161071","112130","39187","30881","1294011","53953","29258","7725","22491","15457","458","7103","2987","20063"
"16257","16626","317510","13557","58988","175942","196187","21770","12660","41775","38240","8957","37917","5669","10073","8250","8760","10114","7880","11604","25431","11264","107208","109248","168127","11251","44879","8178","8306","1542364","4078","3380","12789","8097","2723","11353","224093","32662","25890","9157","129502","84187","31956","24567","1367362","57376","22966","6135","24581","16760","436","5662","2302","15237"
"5810","6211","200441","8601","39565","116605","128999","14460","8347","27492","24382","5818","25059","2130","3751","3177","3377","4070","3399","4279","9181","4216","39688","40908","63482","4083","23436","3455","4138","725255","2014","1662","6604","4289","1326","4398","122926","19227","15896","5805","91834","51971","17610","14257","526676","21814","17117","4441","9140","6239","237","4049","1806","12009"
"10522","10949","217757","9700","46164","130362","145708","15945","9324","30678","28105","6586","27748","3762","6730","5604","5749","6513","5065","7534","16441","7424","70665","72409","109925","7435","28098","5011","5295","1003162","2608","2159","8191","5124","1760","7305","156207","24735","18823","6730","97644","61666","23727","18979","896380","37165","19247","4717","16107","11017","278","4211","1956","13342"
"14048","14754","408839","17997","88386","251463","279043","30604","17699","58304","53112","12518","53190","4982","8843","7344","7705","9209","7588","10060","22013","9883","93650","95865","148384","9752","48867","7510","8844","1559633","4347","3589","13439","8996","2776","10003","242674","47449","34736","12550","177735","113596","40190","35910","1197774","49925","35989","8700","21545","14687","413","7722","3769","25140"
"6754","7050","52178","2294","11085","30383","34126","3689","2151","7238","6781","1557","6475","2303","4198","3426","3385","3480","2414","4586","10418","4562","43887","45023","68933","4571","8839","2213","1917","436712","953","797","2958","1600","734","4281","50243","6829","5017","1702","24539","15884","7040","5408","541138","22095","4671","1161","9674","6720","122","1032","437","2910"
"14435","15580","931219","51861","256447","724084","806380","86975","50701","165486","152191","35424","151138","5343","8456","7090","9077","11960","11358","11027","24041","10396","96079","96059","162871","9592","89953","11482","15678","2567808","7740","6356","23241","16443","4604","12351","545897","135672","96803","35109","516415","315106","124077","109574","1352616","61041","144121","26440","25304","16402","591","21281","14993","99964"
"20440","24956","1323751","70750","346323","985842","1102074","118604","69043","225445","194409","48238","206570","8542","13291","11329","14360","17969","17234","17663","36401","16909","158754","163613","247525","14959","136515","17227","22254","3774146","11634","9222","34446","24043","6573","18488","767838","184198","130828","47254","717319","428850","164137","146557","2222340","91586","207895","35337","37378","26273","853","28760","20055","129464"
"7793","7765","91240","3200","16252","42391","47212","5153","3015","10128","9345","2164","9066","2609","4667","3703","3967","4418","3181","5274","12052","5119","49106","49383","79084","5147","12247","3078","2644","575029","1307","1092","4148","2255","987","5184","64648","7447","6896","2342","31854","21453","7218","5598","619808","26352","4507","1440","11394","7798","183","1406","402","2671"
"10245","11475","226777","10366","52435","141540","156790","17086","10025","32977","29863","6998","29794","3495","6183","5036","5453","6202","4963","7078","16055","6991","66266","67963","107612","6863","27778","4877","5273","974166","2612","2148","8082","5160","1714","7051","153098","28823","20269","7168","99649","64578","25824","22126","840958","35677","22090","4984","15431","10580","250","4339","2232","15213"
"3869","3899","33813","1274","6122","16805","18847","2051","1189","4023","3761","869","3603","1304","2368","1888","1943","2092","1484","2617","5988","2570","24696","24944","39006","2597","6038","1419","1267","266735","626","522","1902","1112","454","2505","31149","3859","2832","960","13194","8931","3785","2914","308318","12836","1946","599","5562","3843","74","572","171","1129"
"33544","35213","1872559","91507","454710","1290472","1421903","152186","89127","290762","263587","61755","265720","12387","20247","16989","20775","26922","25331","25539","54805","24256","224833","225501","374331","22793","198477","26479","34092","5532755","16904","13858","51522","36576","9928","27779","1097883","243140","170381","61536","890416","555407","211155","186133","3088527","137495","219751","44199","56568","37694","1307","39797","22404","149934"
"45708","47490","3848987","271992","1282175","3833175","4225737","457389","266913","868218","786574","184995","795893","15307","22404","18494","27475","35817","35796","32516","78500","30381","270152","266544","510894","25667","308775","32942","52437","8804637","25724","21144","76482","55070","15319","39370","2089840","686664","502163","181476","2769320","1621839","647160","575278","4122461","193428","996604","150131","77520","49999","1795","108520","107421","713657"
"10981","11076","556438","30566","149993","425969","471705","51333","29956","97589","87636","20793","89204","3729","6267","5083","6132","7781","7046","7665","17448","7324","68291","68354","115299","7004","54628","7020","9508","1576167","4610","3796","14127","9989","2804","8369","323849","78939","56995","20572","297175","180844","70422","61927","931431","41796","80179","15726","17378","11529","372","12492","8474","57427"
"45560","45967","823967","41611","207168","572182","637042","68988","40211","132733","121157","28404","120376","15445","27284","21975","23930","26722","20506","31430","70923","30569","292084","294136","464857","30155","102539","19691","20238","3998366","9943","8259","30712","18746","6906","31089","610542","115074","82504","29107","418682","260189","107876","90734","3704685","159203","100686","21086","67552","46455","1034","17583","10376","70181"
"81777","82861","5213667","261033","1302419","3625301","4019897","436571","256275","830688","755424","178342","758966","29265","47463","39973","50799","68404","65893","61130","132463","57839","530571","532291","900481","54231","539925","69248","91701","14708495","45273","37126","139185","99091","26488","69024","2996396","702557","483514","176101","2485683","1597235","627312","534668","7446817","338105","696788","128117","139153","91258","3418","107876","68102","444679"
"71448","75942","5413513","248643","1215278","3469936","3751625","412951","243415","788711","708804","166636","721644","26997","43176","37396","49163","68687","68418","56462","117444","53027","486657","490424","827426","49101","576139","70554","96814","15234572","48184","39482","149073","106498","27855","64991","2833093","660280","453260","164966","2283952","1519677","538124","484845","7005500","307691","520069","114224","126015","84250","3500","100457","53893","361620"
