0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
"2614","3232","244","242","243","243","242","242","242","242","242","242","242","3498","4447","4049","834","555","531","2913","2159","3091","3303","3847","2872","3216","293","431","350","399","367","380","363","286","451","619","294","243","242","242","242","242","244","242","3456","2129","241","242","738","728","421","242","241","242"
"2632","3317","244","242","242","242","242","242","242","242","242","242","242","3456","4444","3845","738","587","497","2832","2281","2931","3219","3814","2884","3124","287","454","350","415","352","370","369","288","459","659","295","243","242","242","242","242","244","243","3435","2122","241","242","763","846","374","242","241","242"
"2582","4707","244","243","243","243","242","243","243","242","242","243","244","4658","5038","3812","1178","1176","600","4456","2840","3784","5063","5064","4967","3252","321","576","403","537","656","518","421","344","579","707","361","247","243","246","243","242","244","242","5002","2739","242","243","1102","1780","897","242","242","243"
"2633","3856","244","242","243","242","242","242","242","242","242","249","242","2974","4025","3744","728","683","452","2703","3803","2705","2882","5092","4569","2979","288","428","346","410","369","377","356","282","422","623","289","243","242","242","242","242","243","242","2864","2145","241","242","752","715","373","242","241","242"
"2441","4552","244","242","242","242","242","242","242","242","242","242","242","3183","3903","3480","711","501","447","2738","2046","2778","2966","3337","2517","2861","295","468","335","447","352","371","356","278","424","570","286","243","242","242","242","242","244","242","3007","2204","241","242","812","694","374","242","241","241"
"3114","4849","244","259","245","243","243","246","246","243","244","244","245","3429","5100","4087","5091","1143","854","2691","3549","5098","5081","4383","3940","3501","296","593","345","454","427","448","584","381","433","5100","374","243","246","244","248","242","253","244","5076","3788","242","244","5088","1190","646","252","242","243"
"961","900","243","242","242","242","242","242","242","242","242","242","242","672","802","717","381","349","331","727","928","724","765","694","940","725","264","335","287","313","289","293","301","258","316","405","256","243","242","242","242","242","242","242","755","802","241","242","366","402","330","242","241","241"
"2515","3239","244","242","243","242","242","242","242","242","242","242","242","3456","3941","3675","994","678","549","3102","2410","2904","3626","3805","2806","2979","291","447","344","442","368","373","336","293","451","639","303","243","242","242","242","242","244","242","2982","1998","241","242","794","799","357","242","241","242"
"1233","903","243","242","242","242","242","242","242","242","242","242","242","819","960","947","359","340","299","712","1049","771","738","764","1089","876","264","309","278","290","275","276","278","254","308","401","255","242","242","242","241","242","242","242","762","856","241","242","385","386","328","242","241","241"
"1545","1786","244","242","242","242","242","242","242","242","242","242","242","1845","2162","2032","504","441","392","1722","1580","1842","1949","2096","1813","1844","268","383","303","353","312","316","323","266","348","485","264","243","242","242","242","242","243","242","1945","1392","241","242","509","541","327","242","241","241"
"1789","2060","244","242","242","242","242","242","242","242","242","242","242","2125","2541","2352","498","481","402","1936","1790","2099","2207","2424","2065","2145","270","412","306","362","316","324","325","269","360","485","267","243","242","242","242","242","243","242","2241","1596","241","242","559","562","331","242","241","241"
"1358","1562","243","242","242","242","242","242","242","242","242","242","242","1638","2014","1929","483","409","365","1548","1371","1704","1777","1942","1582","1687","265","356","287","329","296","299","303","259","323","447","259","243","242","242","242","242","243","242","1752","1207","241","242","478","503","330","242","241","241"
"1481","1704","243","242","242","242","242","242","242","242","242","242","242","1771","2147","2051","501","416","374","1668","1482","1839","1933","2111","1701","1790","267","369","295","339","303","306","312","263","333","465","261","243","242","242","242","242","243","242","1860","1301","241","242","497","528","325","242","241","241"
"1659","1778","243","242","242","242","242","242","242","242","242","242","242","1806","2167","1966","499","455","403","1633","1665","1721","1885","1853","1601","1885","265","388","298","355","311","314","319","262","350","490","262","243","242","242","241","242","243","242","1773","1396","241","242","532","569","326","242","241","241"
"1617","1778","243","242","242","242","242","242","242","242","242","242","242","1699","2084","1860","501","420","373","1541","1551","1714","1821","1912","1737","1723","266","366","290","340","299","302","312","260","334","475","260","243","242","242","241","242","243","242","1733","1320","241","242","516","544","323","242","241","241"
"1853","2089","244","242","242","242","242","242","242","242","242","242","242","2128","2574","2323","496","468","404","1906","1778","2104","2203","2406","2037","2111","269","402","305","360","314","322","324","268","356","491","267","243","242","242","241","242","243","242","2197","1619","241","242","553","560","334","242","241","241"
"1858","1850","243","242","242","242","242","242","242","242","242","242","242","1904","2242","1854","511","488","405","1616","1668","1559","1772","1783","1814","1843","267","413","306","358","313","323","321","269","359","478","269","243","242","242","242","242","243","242","1839","1456","241","242","590","567","328","242","241","241"
"2175","2372","244","242","242","242","242","242","242","242","242","242","242","2271","2744","2410","502","477","398","2107","1915","2283","2400","2655","2269","2192","271","415","308","362","317","325","326","271","363","480","270","243","242","242","242","242","243","242","2393","1762","241","242","604","561","343","242","241","241"
"1567","1704","244","242","242","242","242","242","242","242","242","242","242","1710","2040","1892","505","413","367","1602","1521","1737","1851","1993","1686","1713","265","362","288","332","297","299","306","259","326","469","259","243","242","242","241","242","243","242","1784","1295","241","242","504","540","328","242","241","241"
"1927","2214","244","242","242","242","242","242","242","242","242","242","242","2129","2828","2445","507","468","403","1978","1805","2140","2298","2431","2029","2260","265","387","294","351","306","310","312","260","345","490","260","243","242","242","241","242","243","242","2217","1564","241","242","576","566","328","242","241","241"
"1571","1622","243","242","242","242","242","242","242","242","242","242","242","1565","1889","1763","484","405","359","1491","1438","1694","1719","1948","1605","1601","265","359","286","326","292","295","304","259","321","457","256","242","242","242","241","242","242","242","1624","1193","241","242","484","522","324","242","241","241"
"1181","827","243","242","242","242","242","242","242","242","242","242","242","776","900","858","370","347","314","686","980","773","750","807","1020","887","264","316","283","297","278","282","287","256","305","386","255","242","242","242","241","242","242","242","731","754","241","242","386","394","331","242","241","241"
"2400","2924","244","242","243","242","242","242","242","242","242","242","242","2990","3778","3545","555","478","415","2658","2092","2846","3032","3366","2670","2917","274","418","315","374","327","338","329","274","383","497","277","243","242","242","242","242","243","242","3061","2032","241","242","588","576","343","242","241","242"
"2443","3993","244","242","242","242","242","242","242","242","242","242","242","2944","3764","3246","546","475","399","2477","2023","2500","2761","2986","2159","2652","273","412","306","367","314","325","324","267","363","512","269","243","242","242","241","242","243","242","2816","1996","241","242","586","557","346","242","241","241"
"2437","2946","244","242","243","242","242","242","242","242","242","242","242","2999","4012","3418","575","495","411","2646","2070","2679","3000","3354","2689","2822","275","418","316","382","329","338","332","275","392","506","278","243","242","242","242","242","243","242","2930","2042","241","242","613","602","360","242","241","242"
"1243","1297","243","242","242","242","242","242","242","242","242","242","242","1360","1572","1524","443","380","345","1284","1197","1464","1478","1699","1322","1371","264","343","285","319","290","293","299","258","314","419","257","242","242","242","241","242","242","242","1420","1035","241","242","443","468","324","242","241","241"
"894","929","242","241","241","241","241","241","241","241","241","241","241","1046","1206","1117","377","332","305","990","871","1055","1110","1313","1007","977","260","307","266","283","267","268","275","250","282","362","248","242","241","241","241","241","242","241","970","749","241","241","378","395","309","241","241","241"
"1622","1814","244","242","242","242","242","242","242","242","242","242","242","1972","2453","2301","506","433","387","1836","1558","2071","2134","2439","1794","2039","267","381","297","346","308","311","317","264","338","480","262","243","242","242","242","242","243","242","2033","1372","241","242","517","564","328","242","241","241"
"1695","1933","244","242","242","242","242","242","242","242","242","242","242","2036","2444","2270","497","467","405","1874","1713","2039","2132","2354","1975","2076","268","399","304","358","314","320","324","267","353","490","264","243","242","242","242","242","243","242","2155","1498","241","242","539","570","331","242","241","241"
"1076","1187","243","242","242","242","242","242","242","242","242","242","242","1238","1360","1347","414","360","331","1169","1067","1330","1325","1537","1195","1184","264","330","279","308","284","286","290","256","304","395","254","242","242","242","241","242","242","242","1268","944","241","242","409","435","330","242","241","241"
"1071","1117","243","242","242","242","242","242","242","242","242","242","242","1128","1155","1128","398","351","320","1053","1053","1192","1203","1362","1098","1079","264","325","275","303","279","281","285","254","300","393","253","242","242","242","241","242","242","242","1109","900","241","242","409","427","330","242","241","241"
